id,name,cuisine,address,coordinates,numOfReviews,rating,zipcode,insertedAtTimeStamp
06tnwnEQM2j9A6dC3HC_TQ,b'Capizzi',italian,547 9th Ave,"{'latitude': 40.75744, 'longitude': -73.99357}",922,4.2,10018,2024-02-15T17:15:23.640014
-Td-YEPTOUq2H3LRWgRxUw,b'Non Solo Piada',italian,302 W 37th St,"{'latitude': 40.75414, 'longitude': -73.99245}",438,4.6,10018,2024-02-15T17:15:23.640014
mCLPr3PUwsO_zDehWeahbg,b'La Fiamma',italian,440 Harrison Ave,"{'latitude': 40.74706, 'longitude': -74.15431}",186,4.5,07029,2024-02-15T17:15:23.640014
E1RvMNZ4re4TnKarjx14Zw,b'Cacio E Pepe',italian,182 2nd Ave,"{'latitude': 40.73065490170433, 'longitude': -73.98593714531415}",741,3.7,10003,2024-02-15T17:15:23.640014
22QsJuEb7zBqy6J8xDe8gw,b'La Brujeria',mexican,590 Grand St,"{'latitude': 40.71726, 'longitude': -74.06142}",124,3.8,07304,2024-02-15T17:15:24.969892
Drb6I9masZDvxQUVcqE2ww,"b""Ho' Brah a Taco Joint""",mexican,8618 3rd Ave,"{'latitude': 40.623006, 'longitude': -74.031509}",882,3.8,11209,2024-02-15T17:15:24.969892
B6bEkY9sJ_GU2pD2Rwb4gg,b'El Mitote',mexican,208 Columbus Ave,"{'latitude': 40.775795057416, 'longitude': -73.9800426363945}",627,3.4,10023,2024-02-15T17:15:24.969892
SP4bvMvxel_UPdof_er3HA,b'Taco Mahal',mexican,73 7th Ave S,"{'latitude': 40.73235768476899, 'longitude': -74.00332645767203}",879,4.4,10014,2024-02-15T17:15:24.969892
JRuneSzfLdQU0UMNM3BefA,b'Molcajete Mexican Restaurant',mexican,9213 Roosevelt Ave,"{'latitude': 40.748864, 'longitude': -73.874088}",25,3.8,11372,2024-02-15T17:15:24.969892
ZQ8E37pWd4KBgtdcWKx5IA,"b""Anton's""",mexican,570 Hudson St,"{'latitude': 40.735702, 'longitude': -74.005761}",179,3.9,10014,2024-02-15T17:15:24.969892
ZavcRjTI-M6zRagVPL8lYQ,b'Tepache Taste Of Mexico',mexican,47 Franklin Ave,"{'latitude': 40.67647925193742, 'longitude': -73.68194216568014}",51,4.3,11580,2024-02-15T17:15:24.969892
By8DjoW6JvyLXMbbcafP4w,b'El Mexicano Restaurant & Coffee',mexican,2102 E 15th St,"{'latitude': 40.59858, 'longitude': -73.95653}",228,3.9,11229,2024-02-15T17:15:24.969892
Ve6GVzzJpR5QIIPdcn6ViQ,b'Mercato',mexican,352 W 39th St,"{'latitude': 40.75619, 'longitude': -73.9937}",1071,3.8,10018,2024-02-15T17:15:24.969892
ueL0t_7Yu_ev2RrWK9dgDA,b'Tacombi',mexican,23 W 33rd St,"{'latitude': 40.74844037111226, 'longitude': -73.98618609111018}",341,4.2,10001,2024-02-15T17:15:24.969892
eW0p8TpZa-_BFG53B7tHgQ,b'Alcala Restaurant',mexican,246 E 44th St,"{'latitude': 40.751148223877, 'longitude': -73.971809387207}",192,3.9,10017,2024-02-15T17:15:24.969892
0U9uW93o9DUnAP7r-76LVg,b'Haenyeo',mexican,239 5th Ave,"{'latitude': 40.67519, 'longitude': -73.98116}",249,4.1,11215,2024-02-15T17:15:24.969892
xrKa2SpgWzPEEbji3Iw2DQ,b'The Calaveras',mexican,949 Columbus Ave,"{'latitude': 40.79958471538314, 'longitude': -73.96236413283702}",237,4.5,10025,2024-02-15T17:15:24.969892
GSwyaX67ffff9TDkWVkNxA,b'Taqueria el torito',mexican,32 Varet St,"{'latitude': 40.70287327609896, 'longitude': -73.94355272269956}",24,3.9,11206,2024-02-15T17:15:24.969892
lhEzTykkqFz92Vq2uILtyw,b'The Wren',mexican,344 Bowery,"{'latitude': 40.7263350655, 'longitude': -73.9920476876}",630,3.9,10012,2024-02-15T17:15:24.969892
l-ELX4tgoaNucr33ZvdzbQ,b'El Santo Taqueria',mexican,1053 Flushing Ave,"{'latitude': 40.70427, 'longitude': -73.9302}",104,4.0,11237,2024-02-15T17:15:24.969892
jB5fXguSmlX65asSB3KIfQ,"b""Charrito's Restaurant""",mexican,974 Blvd E,"{'latitude': 40.7771341, 'longitude': -74.01359020061169}",811,3.2,07086,2024-02-15T17:15:24.969892
53zd9Zi8EKMpLd6OXNm8Mw,b'Emporium Brasil',mexican,15 W 46th St,"{'latitude': 40.75653, 'longitude': -73.97989}",304,3.9,10036,2024-02-15T17:15:24.969892
sTu5z5HUcIYykg97HHj8xA,b'El Centro',mexican,824 9th Ave,"{'latitude': 40.76602, 'longitude': -73.98688}",915,3.8,10019,2024-02-15T17:15:24.969892
xlv_CcDXH1hkG4Wq5mECkQ,b'Vamos Al Tequila',mexican,162 Franklin St,"{'latitude': 40.73079, 'longitude': -73.95753}",329,3.5,11222,2024-02-15T17:15:24.969892
FkA9aoMhWO4XKFMTuTnl4Q,b'Atla',mexican,372 Lafayette St,"{'latitude': 40.7271874, 'longitude': -73.9938924}",390,3.4,10012,2024-02-15T17:15:24.969892
hRKnH62JJHVHJ9mKfptQPQ,b'Molkajete Restaurant & Bar',mexican,782 4th Av,"{'latitude': 40.659843, 'longitude': -73.9990608}",6,4.0,11232,2024-02-15T17:15:24.969892
jf95dOTlZB7oPWz9JLgaQA,b'Borrachito Taqueria & Spirits',mexican,206 Avenue A,"{'latitude': 40.7294609, 'longitude': -73.980749}",90,3.7,10009,2024-02-15T17:15:24.969892
-SYHh9DWvYuBZxkA4gfzHg,"b""Calabrije's Margaritas & Tacos""",mexican,234 Starr St,"{'latitude': 40.7055429619569, 'longitude': -73.9225539192783}",166,4.0,11237,2024-02-15T17:15:24.969892
sY_DQNiurhLDD69B_kKUbg,b'Casa Bond',mexican,334 Bowery St,"{'latitude': 40.7260551, 'longitude': -73.9923001}",10,3.9,10012,2024-02-15T17:15:24.969892
iK2jJQA72XRjf4nUD3cAnA,b'Tortilleria Mexicana Los Hermanos',mexican,271 Starr St,"{'latitude': 40.7066299, 'longitude': -73.92198}",779,4.0,11237,2024-02-15T17:15:24.969892
hrswGldQVdR9OJRtqp0TxA,b'Gonzalez y Gonzalez',mexican,192 Mercer St,"{'latitude': 40.7261303289736, 'longitude': -73.9972339217213}",588,3.5,10012,2024-02-15T17:15:24.969892
NqwwyMMXIS-JnwdDQBQT9A,b'Baz\xc3\xa1r Tapas Bar & Restaurant',mexican,31 W 26th St,"{'latitude': 40.74444436676065, 'longitude': -73.990068}",781,4.2,10010,2024-02-15T17:15:24.969892
SPvW-SV2Ed7z8k-QXDUIDg,b'Tacos Matamoros',mexican,4508 5th Ave,"{'latitude': 40.6478187840292, 'longitude': -74.0076383498633}",619,3.7,11220,2024-02-15T17:15:24.969892
IyxW7CCYYUG8H0Pm7nhnYQ,b'Quique Crudo',mexican,27 Bedford St,"{'latitude': 40.72916800586558, 'longitude': -74.0037431}",7,5.0,10012,2024-02-15T17:15:24.969892
eTR6nfHvQzvKX7Dcd6JrfA,b'District Social',mexican,252 W 37th St,"{'latitude': 40.7535743713379, 'longitude': -73.9914321899414}",734,4.1,10018,2024-02-15T17:15:24.969892
7ERwg_4Kiaq1ezKTSSv7pg,b'Taqueria 86',mexican,210 W 94th St,"{'latitude': 40.793, 'longitude': -73.97214}",125,4.5,10025,2024-02-15T17:15:24.969892
U5hCNNyJmb7f3dmC1HTzSQ,"b""Junior's Restaurant""",mexican,1515 Broadway,"{'latitude': 40.75754728725579, 'longitude': -73.98608001118411}",6084,4.0,10036,2024-02-15T17:15:24.969892
8WnHtvMdPWE66eSkUdbLhQ,b'Flip Sigi',mexican,131 7th Ave S,"{'latitude': 40.7344965, 'longitude': -74.0020674}",978,4.1,10014,2024-02-15T17:15:24.969892
wSlGpwSIecbqy1KRSO_YVg,b'El Castillo De Jagua',mexican,113 Rivington St,"{'latitude': 40.71977, 'longitude': -73.98787}",307,3.7,10002,2024-02-15T17:15:24.969892
Z67mgMkN3RfdPEX5mXsyYA,b'Piacere',mexican,351 Broome St,"{'latitude': 40.7196979, 'longitude': -73.9951175}",725,4.2,10013,2024-02-15T17:15:24.969892
VIIfYEzIppjps0K_J_8zLg,b'El Rio Grande',mexican,160 E 38th St,"{'latitude': 40.74826, 'longitude': -73.97669}",709,3.4,10016,2024-02-15T17:15:24.969892
GeL6wGdzhdEhuIFQau3ocQ,b'Taqueria Meza',mexican,95 7th Ave S,"{'latitude': 40.7330017, 'longitude': -74.002915}",283,3.4,10014,2024-02-15T17:15:24.969892
cCesIqo-LQt0cRlZAnrAZQ,"b""Friedman's""",mexican,132 W 31st St,"{'latitude': 40.748298, 'longitude': -73.990737}",3036,4.0,10001,2024-02-15T17:15:24.969892
zcPWqsiqaPpNh8nJXR4gpw,b'The Commodore',mexican,366 Metropolitan Ave,"{'latitude': 40.7138257110445, 'longitude': -73.9556050300598}",644,3.8,11211,2024-02-15T17:15:24.969892
buZ1-T3rdV_1d5gHreJD6w,b'Sullivan Taqueria',mexican,71 Sullivan St,"{'latitude': 40.72447, 'longitude': -74.0039}",35,4.3,10012,2024-02-15T17:15:24.969892
7al7ikR4Zl-onhoDi175lA,b'Las Chelitas',mexican,7312 13th Ave,"{'latitude': 40.62128, 'longitude': -74.00662}",102,4.5,11228,2024-02-15T17:15:24.969892
RQi2YmAkk8g9WdNStAhfbQ,b'Sevilla Restaurant & Bar',mexican,62 Charles St,"{'latitude': 40.7348408, 'longitude': -74.002987}",547,3.7,10014,2024-02-15T17:15:24.969892
anBWvFPOce4nl3qLX-H6Rg,b'El Mero Mero',mexican,35-57 38th St,"{'latitude': 40.753834323302, 'longitude': -73.923701159656}",137,4.4,11101,2024-02-15T17:15:24.969892
5LO5C4doYF_UP2OB29zYMg,b'Empell\xc3\xb3n Taqueria & Bar',mexican,230 W 4th St,"{'latitude': 40.7341219, 'longitude': -74.0030294}",761,3.7,10014,2024-02-15T17:15:24.969892
5AsVCBQoJeTomvaw-_IaUQ,b'La Taqueria',mexican,572 Grand St,"{'latitude': 40.7112690867, 'longitude': -73.9489733333}",67,4.1,11211,2024-02-15T17:15:24.969892
_PqNDaGlo1fxku0U7qsnqw,b'Viva Margarita',mexican,163 Old River Rd,"{'latitude': 40.806504108895425, 'longitude': -73.99271098957755}",312,2.9,07020,2024-02-15T17:15:24.970890
z_emTJ2d3kDEe8mz3w-KNw,b'Alta Calidad',mexican,552 Vanderbilt Ave,"{'latitude': 40.680141, 'longitude': -73.968248}",273,4.1,11238,2024-02-15T17:15:24.970890
ED91L2kUw_pwF_Pd1ZdViQ,b'Rancho Tequileria',mexican,718 Amsterdam Ave,"{'latitude': 40.793432, 'longitude': -73.971356}",111,4.0,10025,2024-02-15T17:15:24.970890
h91WSlCOdxaQOohJ0YVkxA,b'Black Tap Craft Burgers & Beer',mexican,45 W 35th St,"{'latitude': 40.750147, 'longitude': -73.985985}",283,4.0,10001,2024-02-15T17:15:24.970890
Jhx4OoFjXFp0YxqbW0KQog,b'Butter Midtown',american,70 W 45th St,"{'latitude': 40.7562781, 'longitude': -73.9823303}",1192,3.5,10036,2024-02-15T17:15:26.537968
hzh4b_Ly9AvIxWMGRjr_fw,"b""P.F. Chang's""",american,113 University Pl,"{'latitude': 40.73422449698378, 'longitude': -73.99228516504304}",66,3.9,10003,2024-02-15T17:15:26.537968
gtXP0CmOnBbgfnff7VXa7A,b'Pastis',american,52 Gansevoort St,"{'latitude': 40.739245, 'longitude': -74.006992}",540,4.2,10014,2024-02-15T17:15:26.537968
TUJutjq0LU6zexzM8Wia4w,b'Arthur & Sons NY Italian',american,38 8th Ave,"{'latitude': 40.73801, 'longitude': -74.00409}",371,3.9,10014,2024-02-15T17:15:26.537968
Ulr_Nyp2nvt82EPH_BiftA,b'Olmsted',american,659 Vanderbilt Ave,"{'latitude': 40.67713, 'longitude': -73.96869}",497,4.0,11238,2024-02-15T17:15:26.537968
lHGQM__w1x5Dxiq3aRPCTQ,b'White Horse Tavern - Financial District',american,25 Bridge St,"{'latitude': 40.70372, 'longitude': -74.01237}",426,4.0,10004,2024-02-15T17:15:26.537968
iTj5T_jPYvznd1QTgs7NZw,b'Nai ',american,84 2nd Ave,"{'latitude': 40.726512, 'longitude': -73.988796}",1096,4.3,10003,2024-02-15T17:15:26.537968
xI0H0K1MAq1U6NTp1xFreA,b'Midnights',american,149 N 6th St,"{'latitude': 40.71748, 'longitude': -73.95843}",256,4.2,11249,2024-02-15T17:15:26.537968
J0OeDwmh5JBhid0A5GvltA,b'Il Corallo Trattoria',american,176 Prince St,"{'latitude': 40.7262073, 'longitude': -74.0018919}",1151,4.1,10012,2024-02-15T17:15:26.537968
vscYK65F_MUH8WqACKSdog,b'The Musket Room',american,265 Elizabeth St,"{'latitude': 40.72392, 'longitude': -73.99378}",590,4.2,10012,2024-02-15T17:15:26.537968
lUQR6cZlHHKXOksH5xOTqA,b'Joe Allen',american,326 W 46th St,"{'latitude': 40.76005, 'longitude': -73.98913}",469,3.9,10036,2024-02-15T17:15:26.537968
ypqK8DWM8Bcs43YveSJnNw,b'Manhatta',american,28 Liberty St,"{'latitude': 40.70800627689857, 'longitude': -74.00888226517013}",709,4.4,10005,2024-02-15T17:15:26.537968
56nGFQ5PVuGErwcAR34QAw,b'Meadowsweet',american,149 Broadway,"{'latitude': 40.7103995, 'longitude': -73.9632384}",506,4.2,11211,2024-02-15T17:15:26.537968
MdFV5IBcX-Ni6I4Zy1EqIw,b'Marlow Bistro',american,1018 Amsterdam Ave,"{'latitude': 40.8028109023738, 'longitude': -73.9641991912535}",366,3.9,10025,2024-02-15T17:15:26.537968
YAOJAXBqQTHuY85kN8VulQ,"b""Mama Fina's""",american,167 Avenue A,"{'latitude': 40.72829, 'longitude': -73.98226}",277,3.9,10009,2024-02-15T17:15:26.537968
aH0T2I4LlXOwkQnu0zOgDA,b'Cafe Ole',american,3809 36th Ave,"{'latitude': 40.7538152426438, 'longitude': -73.9237373327954}",147,4.0,11101,2024-02-15T17:15:26.537968
00kdvS6FY0gTN5BV03tx5Q,b'Peak',american,30 Hudson Yards,"{'latitude': 40.753942, 'longitude': -74.00034}",501,4.3,10001,2024-02-15T17:15:26.537968
VIg6EKndVDPtGNbeth41Rg,"b""Rolo's""",american,853 Onderdonk Ave,"{'latitude': 40.70195477148232, 'longitude': -73.903537}",295,4.4,11385,2024-02-15T17:15:26.537968
WYhRkUATHRyXZrE55MArbA,b'Scalini Fedeli',american,165 Duane St,"{'latitude': 40.71741473500126, 'longitude': -74.00943235989747}",361,4.4,10013,2024-02-15T17:15:26.537968
NAlOPUbFQVE0bUu8_wmBLQ,b'Rezd\xc3\xb4ra',american,27 E 20th St,"{'latitude': 40.73901, 'longitude': -73.9891}",707,4.0,10003,2024-02-15T17:15:26.537968
An1_BlhLJDZomxI91SBv7g,b'Oiji Mi',american,17 W 19th St,"{'latitude': 40.73966, 'longitude': -73.99247}",251,4.5,10011,2024-02-15T17:15:26.537968
a96iMO6bSkMHOZ4Wrv-Lcg,b'Manousheh Grand',american,403 Grand St,"{'latitude': 40.7158953, 'longitude': -73.987321}",65,4.1,10002,2024-02-15T17:15:26.537968
-KfM32STVYND4v_9l1YRug,"b""Xi'an Famous Foods""",american,54 Willoughby St,"{'latitude': 40.69212, 'longitude': -73.9867}",127,4.3,11201,2024-02-15T17:15:26.537968
4Z0sxJTNkxhRBH3l5PG_qw,b'Bar Tulix',american,25 W Houston St,"{'latitude': 40.72577, 'longitude': -73.99808}",67,3.9,10012,2024-02-15T17:15:26.537968
Zp-K3ztVTzR-LrWwl_CBgA,b'La Pecora Bianca',american,20 W 40th St,"{'latitude': 40.7525275894982, 'longitude': -73.9829860255122}",304,4.1,10018,2024-02-15T17:15:26.537968
DGhWO1sUWydVeR5j5ZZaMw,b'La Grande Boucherie',american,145 W 53rd St,"{'latitude': 40.7626274, 'longitude': -73.98084109999999}",2792,4.4,10019,2024-02-15T17:15:26.537968
1hdwhb6kzLxL3Lt3PxoHKA,b'Shoo Shoo Nolita',american,371 Broome St,"{'latitude': 40.72015, 'longitude': -73.99623}",298,4.1,10013,2024-02-15T17:15:26.537968
Z65cd3Z7JvwK8TnSVg-cfA,b'District Tap House',american,246 W 38th St,"{'latitude': 40.75409, 'longitude': -73.99039}",892,4.1,10018,2024-02-15T17:15:26.537968
cK3RoKIHN7n8WetlIyTWHA,"b""Nat's on Bank""",american,51 Bank St,"{'latitude': 40.73691, 'longitude': -74.00389}",63,4.0,10014,2024-02-15T17:15:26.537968
oneivxyaRyF70Dq_If5qkQ,b'Appas Pizza',american,210 1st Ave,"{'latitude': 40.73038, 'longitude': -73.98307}",112,4.5,10009,2024-02-15T17:15:26.537968
nwvo49wYOrSfg3AhafhZvA,"b'The Beekman, A Thompson Hotel'",american,123 Nassau St,"{'latitude': 40.7111443, 'longitude': -74.0066413}",200,4.2,10038,2024-02-15T17:15:26.537968
F-QQCnbsw48dfx4qVf-WoQ,"b""Monk Mcginn's""",american,57 Murray St,"{'latitude': 40.71432, 'longitude': -74.00972}",141,4.4,10007,2024-02-15T17:15:26.537968
rlZP-SWgNXH-2Ejp9dHEgw,"b""Jeremy's Ale House- South Street Seaport""",american,228 Front St,"{'latitude': 40.70766, 'longitude': -74.00205}",341,3.9,10038,2024-02-15T17:15:26.537968
GCAQmtRdNhqVit5KGJ46Qg,b'Estela',american,47 E Houston St,"{'latitude': 40.724759, 'longitude': -73.994728}",656,3.9,10012,2024-02-15T17:15:26.537968
dEp2ubj8SRGD32N3yw2h_A,b'Noodlelove',american,192 Mott St,"{'latitude': 40.72097817273693, 'longitude': -73.99563495671056}",193,4.2,10012,2024-02-15T17:15:26.537968
PnGSE8JGbMZKtdHi9go7Kg,b'The Milling Room',american,446 Columbus Ave,"{'latitude': 40.7835485472543, 'longitude': -73.9744088718635}",591,4.1,10024,2024-02-15T17:15:26.537968
V-FCEicobl5Su-R7EVJQNA,b'La Lanterna Di Vittorio',american,129 MacDougal St,"{'latitude': 40.73069, 'longitude': -74.00015}",1685,4.2,10012,2024-02-15T17:15:26.537968
LbhYkhIOG5Vq-q9PbLcNnA,b'Onieals',american,343 Park Ave,"{'latitude': 40.7416, 'longitude': -74.03224}",383,3.8,07030,2024-02-15T17:15:26.537968
oCeDS1HexV3bWSJLxmjqXQ,b'Onieals Grand Street',american,174 Grand St,"{'latitude': 40.719676, 'longitude': -73.997874}",360,3.9,10013,2024-02-15T17:15:26.537968
RemvTpxalDjSew5HwmNzUQ,b'The Dead Rabbit',american,30 Water St,"{'latitude': 40.7032766048948, 'longitude': -74.01101979176725}",1925,4.2,10004,2024-02-15T17:15:26.537968
L3reOLLPez7lnOhyfCpvkg,b'Shinka Ramen & Sake Bar',american,93 Bowery St,"{'latitude': 40.7170795322745, 'longitude': -73.9952574670315}",441,4.2,10002,2024-02-15T17:15:26.537968
LJntAPKObO0OfydYm3_bzQ,b'Kings Co Imperial',american,168 1/2 Delancey St,"{'latitude': 40.7180159, 'longitude': -73.9853739}",110,4.1,10002,2024-02-15T17:15:26.537968
gt-0HkY2DC-NscmhOsKOWw,b'The Hutton',american,225 Hutton St,"{'latitude': 40.746707841754, 'longitude': -74.0555749833584}",414,4.3,07307,2024-02-15T17:15:26.537968
PHMkwS5nmo4IUXbcg0OcAg,b'Jajaja Mexicana',american,63 Carmine St,"{'latitude': 40.72979, 'longitude': -74.00455}",639,4.5,10014,2024-02-15T17:15:26.537968
fOhgitD0K_uetj9GbedonA,b'Linen Hall',american,101 3rd Ave,"{'latitude': 40.7323193887187, 'longitude': -73.9876905276754}",175,3.9,10003,2024-02-15T17:15:26.537968
Z-PSo5FDabBZFfep5l2xRg,b'Gus\xe2\x80\x99s Chop House',american,215 Union St,"{'latitude': 40.68348, 'longitude': -73.99929}",33,4.0,11231,2024-02-15T17:15:26.537968
SNhDVaf_n7VDZcfry8mYdA,b'The Bao',american,13 St Marks Pl,"{'latitude': 40.72939, 'longitude': -73.9889199}",1430,3.8,10003,2024-02-15T17:15:26.537968
3d4zgFXojnTZ49j12t9YKg,b'The Headless Widow',american,99 1st Ave,"{'latitude': 40.72658, 'longitude': -73.9863}",160,4.4,10003,2024-02-15T17:15:26.537968
1LIptXhtDh58vAA-QPFL4w,b'Cask',american,167 E 33rd St,"{'latitude': 40.745414, 'longitude': -73.979004}",1545,4.1,10016,2024-02-15T17:15:26.537968
RQojRzAYA9Cq87PqwQq5yg,b'Deux Amis',american,356 E 51st St,"{'latitude': 40.7544765, 'longitude': -73.9660238}",227,4.0,10022,2024-02-15T17:15:26.537968
_lx7nuvXU7LhDRL3a9TMAw,b'DD Soup Dumpling',chinese,321 W 42nd St,"{'latitude': 40.757906, 'longitude': -73.990692}",179,4.5,10036,2024-02-15T17:15:28.129033
ZdLS7gD1ulmCPkqNc9_S3A,b'Keming Restaurant',chinese,1006 Washington St,"{'latitude': 40.74893, 'longitude': -74.02772}",215,3.8,07030,2024-02-15T17:15:28.129033
oD0mN9vXuc1gFRyw1CG-Pw,b'New China Wok Chinese Kitchen',chinese,57 4th Ave,"{'latitude': 40.6826500969009, 'longitude': -73.97922687387562}",29,4.0,11217,2024-02-15T17:15:28.129033
r1mXzhPdmLuKEO4_6-tLfQ,b'Delicis Legend Chinese cuisine ',chinese,1230 Broadway,"{'latitude': 40.637690589135666, 'longitude': -73.70219237116463}",70,4.5,11557,2024-02-15T17:15:28.129033
4MDltWx_2dxzTEv6mTRfSQ,b'Rangoon - Brooklyn',chinese,500 Prospect Pl,"{'latitude': 40.675672, 'longitude': -73.960014}",175,3.5,11238,2024-02-15T17:15:28.129033
A_fZL0ir_actclrL-ePTOw,b'JJ Kitchen',chinese,475 B Myrtle Ave,"{'latitude': 40.69354, 'longitude': -73.96627}",35,4.5,11205,2024-02-15T17:15:28.129033
sKIYGvENchifk1YwFe77pA,b'Saiguette',chinese,935 Columbus Ave,"{'latitude': 40.79905296910165, 'longitude': -73.96281955317802}",745,4.4,10025,2024-02-15T17:15:28.129033
tsTGTBrz2TqrYRgdr6vEJQ,b'C And Y Chinese',chinese,399 5th Ave,"{'latitude': 40.67042, 'longitude': -73.98496}",82,4.1,11215,2024-02-15T17:15:28.129033
WRPJeH3goSpj5ke3Pkrnfw,b'Burp Bowl Cafe',chinese,134 E 27th St,"{'latitude': 40.74183, 'longitude': -73.98271}",298,4.4,10010,2024-02-15T17:15:28.129033
x5OLFy0hWH2MWRflRCF1QA,b'Nan Xiang Express',chinese,167 Grand St,"{'latitude': 40.714728, 'longitude': -73.961372}",71,4.4,11249,2024-02-15T17:15:28.129033
RwEs6AvU5Cxp_ENodsgxHw,b'Nana',chinese,406 Central Ave,"{'latitude': 40.74852, 'longitude': -74.04721}",122,3.6,07307,2024-02-15T17:15:28.129033
B87c3bE_u53yNYO1cmHSIw,b'Flor de Mayo',chinese,2651 Broadway,"{'latitude': 40.797859, 'longitude': -73.969948}",645,3.9,10025,2024-02-15T17:15:28.129033
R7mKCkD9ZZfeec92GW7esQ,b'Bangkok 2 Thai',chinese,349 1st Ave,"{'latitude': 40.7352413982153, 'longitude': -73.9798079431057}",226,4.0,10010,2024-02-15T17:15:28.129033
croh2zWlbPyCQTNS11klcg,b'China River \xe5\xb7\x9d\xe8\x81\x9a\xe9\x99\xa2',chinese,258 W 44th St,"{'latitude': 40.75821, 'longitude': -73.98833}",289,3.9,10036,2024-02-15T17:15:28.129033
FcQA5tV8wlz6jg_UK_s7Hw,b'Simply Noodles',chinese,267  Amsterdam Ave,"{'latitude': 40.7788403, 'longitude': -73.98118199999999}",132,4.6,10023,2024-02-15T17:15:28.129033
TwxP5xU_xyzlf7SVzCnpuA,b'Proong Noodle Bar',chinese,347 1st Ave,"{'latitude': 40.73528, 'longitude': -73.98003}",201,4.5,10010,2024-02-15T17:15:28.129033
gSDHRQbAxTN7Il2L3M8O9A,b'Lily House Chinese Restaurant',chinese,420 Kearny Ave,"{'latitude': 40.7651232, 'longitude': -74.1478126}",42,3.5,07032,2024-02-15T17:15:28.129033
JJLFsLZbL21fbYRqcIGCLA,b'Awesum Dimsum',chinese,612 8th Ave,"{'latitude': 40.7557, 'longitude': -73.9907}",333,4.5,10018,2024-02-15T17:15:28.129033
xZ96vaoL-cQjfotmUKtjJQ,b'Barn Joo 35',chinese,34 W 35th St,"{'latitude': 40.74964, 'longitude': -73.98582}",2442,4.2,10001,2024-02-15T17:15:28.129033
xVPTI1ytXt2PLU-strKcnw,b'Gem Bistro',chinese,10 Schuyler Ave,"{'latitude': 40.748554, 'longitude': -74.144834}",34,4.6,07032,2024-02-15T17:15:28.129033
3uJ-wOpTZHd4dsIjMbmYgQ,b'Thalassa Restaurant',chinese,179 Franklin St,"{'latitude': 40.7193085, 'longitude': -74.0095971}",451,4.2,10013,2024-02-15T17:15:28.129033
itH4GH2Mw2D5n5kkQAtMog,b'Abiko Curry',chinese,2 W 32nd St,"{'latitude': 40.74721, 'longitude': -73.986192}",1044,4.0,10001,2024-02-15T17:15:28.129033
rPKXTHDgtGI4XEo2HuVpow,b'Mr. Jones Supper Club',chinese,22 Jones St,"{'latitude': 40.7317819, 'longitude': -74.0025704}",69,5.0,10014,2024-02-15T17:15:28.129033
d_TC6Om2EBTzHVm_lCgNtg,b'Great NY Noodle Town',chinese,28 Bowery,"{'latitude': 40.715, 'longitude': -73.99706}",1514,3.7,10013,2024-02-15T17:15:28.129033
k34VgKhpuIRPEr8vKSMwjA,b'Chung Chun Kitchen',chinese,338 Myrtle Ave,"{'latitude': 40.69314, 'longitude': -73.973}",30,3.2,11205,2024-02-15T17:15:28.129033
klAhw3xLQi9GF1tf_HnS7w,b'Izakaya MEW',chinese,53 W 35th St,"{'latitude': 40.750148, 'longitude': -73.9863203465939}",2950,4.3,10001,2024-02-15T17:15:28.129033
_eWN3zih_cnY0fiLWva9EA,b'Li Wan Restaurant',chinese,6428 Metropolitan Ave,"{'latitude': 40.7122917175293, 'longitude': -73.8961334228516}",36,3.8,11379,2024-02-15T17:15:28.129033
wZfu0TTKtNq93xuUKBUO0w,b'Dragon King',chinese,1078 Nostrand Ave,"{'latitude': 40.66174, 'longitude': -73.9509}",16,3.9,11225,2024-02-15T17:15:28.129033
1THlGdn06KHrP5meWQ_1zg,b'New Arping Restaurant',chinese,45 Division St,"{'latitude': 40.7140064799458, 'longitude': -73.9957533427827}",18,4.8,10002,2024-02-15T17:15:28.129033
ns-qepGEEcDpTiEr2FBEXA,b'Dame',chinese,87 MacDougal St,"{'latitude': 40.7289445, 'longitude': -74.0015073}",171,4.1,10012,2024-02-15T17:15:28.129033
eEeBhw0UeyEyH5elwm9ULg,b'Juqi',chinese,133-36 37th Ave,"{'latitude': 40.76030658850499, 'longitude': -73.8335025}",271,4.1,11354,2024-02-15T17:15:28.129033
-lKKdp0XYVJY2DWL-ZSwtQ,b'Pac Rim',chinese,308 E 49th St,"{'latitude': 40.75373972103885, 'longitude': -73.96800323380802}",25,4.3,10017,2024-02-15T17:15:28.129033
EFihj7vsRRXiF5la-UURyw,b'Hop Kee',chinese,21 Mott St,"{'latitude': 40.714458, 'longitude': -73.998889}",923,3.8,10013,2024-02-15T17:15:28.129033
vGS8gDY40HaX0Xsbkl3nEg,b'Big Wong',chinese,135B N 5th St,"{'latitude': 40.71706810433018, 'longitude': -73.95910409999999}",31,3.2,11249,2024-02-15T17:15:28.129033
PUwrkoUztUYs4VdHlK9qBg,b'Wa Lung Kitchen',chinese,557 Grand St,"{'latitude': 40.713919, 'longitude': -73.980251}",87,3.2,10002,2024-02-15T17:15:28.129033
shwaY4v3fx9tjalvHVIBxQ,b'Tengri Tagh Uyghur Cuisine',chinese,144 W 37th St,"{'latitude': 40.75246221952214, 'longitude': -73.98871967056284}",105,4.5,10018,2024-02-15T17:15:28.129033
